"Group_ID","Name","Peptide count","Unique peptide count","E value","COG accession","COG name","COG category","NOG accession","NOG name","NOG category","KEGG accession","KEGG name","GOBP accession","GOBP name","GOCC accession","GOCC name","GOMF accession","GOMF name","MS2 count CYC","MS2 count ADV","MS2 count MAL","LFQ intensity CYC","LFQ intensity ADV","LFQ intensity MAL",
"1086","Group2-8A_GL0157275","5","1","0.0","COG0222","Ribosomal protein L7/L12(539)","Translation, ribosomal structure and biogenesis","COG0222","Seems to be the binding site for several of the factors involved in protein synthesis and appears to be essential for accurate translation (By similarity)","Translation, ribosomal structure and biogenesis","03010","Ribosome ","GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0006412; GO:0009058; GO:0044238; GO:0044267; GO:0044249; GO:0071704; GO:0034645; GO:0019538; GO:0010467; GO:0008152; GO:0009059; GO:0044237 ","macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; translation; biosynthetic process; primary metabolic process; cellular protein metabolic process; cellular biosynthetic process; organic substance metabolic process; cellular macromolecule biosynthetic process; protein metabolic process; gene expression; metabolic process; macromolecule biosynthetic process; cellular metabolic process ","GO:0005840; GO:0032991; GO:0044444; GO:0044424; GO:0043228; GO:0043226; GO:0005623; GO:0044464; GO:0043229; GO:0030529; GO:0043232; GO:0005622; GO:0005737 ","ribosome; macromolecular complex; cytoplasmic part; intracellular part; non-membrane-bounded organelle; organelle; cell; cell part; intracellular organelle; ribonucleoprotein complex; intracellular non-membrane-bounded organelle; intracellular; cytoplasm ","GO:0003735; GO:0005198 ","structural constituent of ribosome; structural molecule activity ","0","0","0","3.5898E7","5.1356E7","2.2723E7",
"1087","Group2-8A_GL0175227","2","2","0.0","COG0813","Purine-nucleoside phosphorylase(283)","Nucleotide transport and metabolism","COG0813","purine nucleoside phosphorylase DeoD-type","Nucleotide transport and metabolism","00230","Purine metabolism ","GO:0009116; GO:0034641; GO:1901657; GO:0009987; GO:0055086; GO:1901135; GO:0044238; GO:0044281; GO:0006807; GO:0044710; GO:1901564; GO:0042278; GO:0071704; GO:0006139; GO:0006725; GO:1901360; GO:0072521; GO:0008152; GO:0046483; GO:0044237 ","nucleoside metabolic process; cellular nitrogen compound metabolic process; glycosyl compound metabolic process; cellular process; nucleobase-containing small molecule metabolic process; carbohydrate derivative metabolic process; primary metabolic process; small molecule metabolic process; nitrogen compound metabolic process; single-organism metabolic process; organonitrogen compound metabolic process; purine nucleoside metabolic process; organic substance metabolic process; nucleobase-containing compound metabolic process; cellular aromatic compound metabolic process; organic cyclic compound metabolic process; purine-containing compound metabolic process; metabolic process; heterocycle metabolic process; cellular metabolic process ","","","GO:0003824; GO:0004731; GO:0016740; GO:0016757; GO:0016763 ","catalytic activity; purine-nucleoside phosphorylase activity; transferase activity; transferase activity, transferring glycosyl groups; transferase activity, transferring pentosyl groups ","0","0","0","0.0","0.0","0.0",
"1088","Group2-8A_GL0188820","6","0","0.0","COG0191","Fructose/tagatose bisphosphate aldolase(1130)","Carbohydrate transport and metabolism","COG0191","Aldolase","Carbohydrate transport and metabolism","00010","Glycolysis / Gluconeogenesis ","GO:0019637; GO:0009987; GO:0019318; GO:1901135; GO:0046365; GO:0044238; GO:0006793; GO:0044723; GO:0071704; GO:0005975; GO:0030388; GO:0044724; GO:0005996; GO:0009056; GO:0006007; GO:0019320; GO:0016052; GO:0006006; GO:0008152; GO:0006796; GO:0006091; GO:1901575; GO:0006096; GO:0044237 ","organophosphate metabolic process; cellular process; hexose metabolic process; carbohydrate derivative metabolic process; monosaccharide catabolic process; primary metabolic process; phosphorus metabolic process; single-organism carbohydrate metabolic process; organic substance metabolic process; carbohydrate metabolic process; fructose 1,6-bisphosphate metabolic process; single-organism carbohydrate catabolic process; monosaccharide metabolic process; catabolic process; glucose catabolic process; hexose catabolic process; carbohydrate catabolic process; glucose metabolic process; metabolic process; phosphate-containing compound metabolic process; generation of precursor metabolites and energy; organic substance catabolic process; glycolysis; cellular metabolic process ","","","GO:0003824; GO:0004332; GO:0005488; GO:0008270; GO:0009025; GO:0016829; GO:0016830; GO:0016832; GO:0043167; GO:0043169; GO:0046872; GO:0046914 ","catalytic activity; fructose-bisphosphate aldolase activity; binding; zinc ion binding; tagatose-bisphosphate aldolase activity; lyase activity; carbon-carbon lyase activity; aldehyde-lyase activity; ion binding; cation binding; metal ion binding; transition metal ion binding ","0","0","0","1.2303E7","2.0306E7","8594700.0",
"1089","Group2-8A_GL0202763","17","0","0.0","COG1080","Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)(1724)","Carbohydrate transport and metabolism","COG0574","phosphotransferase activity, paired acceptors","Carbohydrate transport and metabolism","00620","Pyruvate metabolism ","GO:0006082; GO:0046364; GO:0009987; GO:0019318; GO:1901576; GO:0009058; GO:0044238; GO:0044281; GO:0044710; GO:0006094; GO:0006793; GO:0044723; GO:0071704; GO:0005975; GO:0032787; GO:0019752; GO:0016051; GO:0005996; GO:0006006; GO:0043436; GO:0006090; GO:0008152; GO:0016310; GO:0006796; GO:0044237; GO:0019319 ","organic acid metabolic process; monosaccharide biosynthetic process; cellular process; hexose metabolic process; organic substance biosynthetic process; biosynthetic process; primary metabolic process; small molecule metabolic process; single-organism metabolic process; gluconeogenesis; phosphorus metabolic process; single-organism carbohydrate metabolic process; organic substance metabolic process; carbohydrate metabolic process; monocarboxylic acid metabolic process; carboxylic acid metabolic process; carbohydrate biosynthetic process; monosaccharide metabolic process; glucose metabolic process; oxoacid metabolic process; pyruvate metabolic process; metabolic process; phosphorylation; phosphate-containing compound metabolic process; cellular metabolic process; hexose biosynthetic process ","","","GO:0000166; GO:0001882; GO:0001883; GO:0003824; GO:0005488; GO:0005524; GO:0008986; GO:0016301; GO:0016740; GO:0016772; GO:0016781; GO:0017076; GO:0030554; GO:0032549; GO:0032550; GO:0032553; GO:0032555; GO:0032559; GO:0035639; GO:0036094; GO:0043167; GO:0043168; GO:0043169; GO:0046872; GO:0050242; GO:0097159; GO:1901265; GO:1901363 ","nucleotide binding; nucleoside binding; purine nucleoside binding; catalytic activity; binding; ATP binding; pyruvate, water dikinase activity; kinase activity; transferase activity; transferase activity, transferring phosphorus-containing groups; phosphotransferase activity, paired acceptors; purine nucleotide binding; adenyl nucleotide binding; ribonucleoside binding; purine ribonucleoside binding; ribonucleotide binding; purine ribonucleotide binding; adenyl ribonucleotide binding; purine ribonucleoside triphosphate binding; small molecule binding; ion binding; anion binding; cation binding; metal ion binding; pyruvate, phosphate dikinase activity; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","0.0","1.3976E7","0.0",
"1090","Group2-8A_GL0221362","4","2","0.0","COG1454","Alcohol dehydrogenase, class IV(1498)","Energy production and conversion","COG1454","alcohol dehydrogenase","Energy production and conversion","00010","Glycolysis / Gluconeogenesis ","GO:0006081; GO:0006082; GO:0044699; GO:0044282; GO:1901605; GO:0015976; GO:0009987; GO:0044283; GO:1901576; GO:0009058; GO:0009063; GO:0044238; GO:0044281; GO:0006807; GO:0044710; GO:1901565; GO:0046395; GO:0016053; GO:1901564; GO:0009448; GO:0044249; GO:1901615; GO:0008652; GO:0071704; GO:0006066; GO:0044248; GO:0044712; GO:0009064; GO:0044711; GO:0072329; GO:0046394; GO:0032787; GO:0019752; GO:0009056; GO:0009450; GO:1901360; GO:0043436; GO:1901566; GO:0006520; GO:0008152; GO:0046483; GO:1901575; GO:0055114; GO:0016054; GO:0044237 ","cellular aldehyde metabolic process; organic acid metabolic process; single-organism process; small molecule catabolic process; alpha-amino acid metabolic process; carbon utilization; cellular process; small molecule biosynthetic process; organic substance biosynthetic process; biosynthetic process; cellular amino acid catabolic process; primary metabolic process; small molecule metabolic process; nitrogen compound metabolic process; single-organism metabolic process; organonitrogen compound catabolic process; carboxylic acid catabolic process; organic acid biosynthetic process; organonitrogen compound metabolic process; gamma-aminobutyric acid metabolic process; cellular biosynthetic process; organic hydroxy compound metabolic process; cellular amino acid biosynthetic process; organic substance metabolic process; alcohol metabolic process; cellular catabolic process; single-organism catabolic process; glutamine family amino acid metabolic process; single-organism biosynthetic process; monocarboxylic acid catabolic process; carboxylic acid biosynthetic process; monocarboxylic acid metabolic process; carboxylic acid metabolic process; catabolic process; gamma-aminobutyric acid catabolic process; organic cyclic compound metabolic process; oxoacid metabolic process; organonitrogen compound biosynthetic process; cellular amino acid metabolic process; metabolic process; heterocycle metabolic process; organic substance catabolic process; oxidation-reduction process; organic acid catabolic process; cellular metabolic process ","","","GO:0003824; GO:0004022; GO:0004029; GO:0004030; GO:0004491; GO:0005488; GO:0008774; GO:0009013; GO:0016491; GO:0016614; GO:0016616; GO:0016620; GO:0016645; GO:0016646; GO:0016903; GO:0043167; GO:0043169; GO:0046872 ","catalytic activity; alcohol dehydrogenase (NAD) activity; aldehyde dehydrogenase (NAD) activity; aldehyde dehydrogenase [NAD(P)+] activity; methylmalonate-semialdehyde dehydrogenase (acylating) activity; binding; acetaldehyde dehydrogenase (acetylating) activity; succinate-semialdehyde dehydrogenase [NAD(P)+] activity; oxidoreductase activity; oxidoreductase activity, acting on CH-OH group of donors; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; oxidoreductase activity, acting on the CH-NH group of donors; oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor; oxidoreductase activity, acting on the aldehyde or oxo group of donors; ion binding; cation binding; metal ion binding ","0","0","0","3.0919E7","9.7352E7","5.4367E7",
"1091","MC-0-1_GL0006095","2","2","0.0","COG0557","Exoribonuclease R(764)","Transcription","COG0557","3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)","Transcription","03018","RNA degradation ","GO:0090304; GO:0034641; GO:0043170; GO:0009987; GO:0044260; GO:0044238; GO:0006807; GO:0016070; GO:0071704; GO:0006139; GO:0006725; GO:1901360; GO:0008152; GO:0046483; GO:0090305; GO:0044237 ","nucleic acid metabolic process; cellular nitrogen compound metabolic process; macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; primary metabolic process; nitrogen compound metabolic process; RNA metabolic process; organic substance metabolic process; nucleobase-containing compound metabolic process; cellular aromatic compound metabolic process; organic cyclic compound metabolic process; metabolic process; heterocycle metabolic process; nucleic acid phosphodiester bond hydrolysis; cellular metabolic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0003676; GO:0003723; GO:0003824; GO:0004518; GO:0004527; GO:0004532; GO:0004540; GO:0005488; GO:0008408; GO:0008859; GO:0016787; GO:0016788; GO:0016796; GO:0016896; GO:0097159; GO:1901363 ","nucleic acid binding; RNA binding; catalytic activity; nuclease activity; exonuclease activity; exoribonuclease activity; ribonuclease activity; binding; 3'-5' exonuclease activity; exoribonuclease II activity; hydrolase activity; hydrolase activity, acting on ester bonds; exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters; exoribonuclease activity, producing 5'-phosphomonoesters; organic cyclic compound binding; heterocyclic compound binding ","0","0","0","0.0","6414900.0","8810400.0",
"1092","MC-0-1_GL0016647","4","1","0.0033333","COG0334","Glutamate dehydrogenase/leucine dehydrogenase(910)","Amino acid transport and metabolism","COG0334","oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","Amino acid transport and metabolism","00250","Alanine, aspartate and glutamate metabolism ","GO:0006082; GO:0009987; GO:0044238; GO:0044281; GO:0006807; GO:0044710; GO:1901564; GO:0071704; GO:0019752; GO:0043436; GO:0006520; GO:0008152; GO:0055114; GO:0044237 ","organic acid metabolic process; cellular process; primary metabolic process; small molecule metabolic process; nitrogen compound metabolic process; single-organism metabolic process; organonitrogen compound metabolic process; organic substance metabolic process; carboxylic acid metabolic process; oxoacid metabolic process; cellular amino acid metabolic process; metabolic process; oxidation-reduction process; cellular metabolic process ","","","GO:0003824; GO:0016491; GO:0016638; GO:0016639 ","catalytic activity; oxidoreductase activity; oxidoreductase activity, acting on the CH-NH2 group of donors; oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor ","0","0","0","0.0","0.0","0.0",
"1093","MC-0-1_GL0021068","7","1","0.0","COG1053","Succinate dehydrogenase/fumarate reductase, flavoprotein subunit(1076)","Energy production and conversion","COG1053","Succinate DeHydrogenase","Energy production and conversion","00020","Citrate cycle (TCA cycle) ","GO:0009987; GO:0006099; GO:0044238; GO:0044710; GO:0022900; GO:0045333; GO:0009060; GO:0015980; GO:0008152; GO:0006091; GO:0055114; GO:0044237 ","cellular process; tricarboxylic acid cycle; primary metabolic process; single-organism metabolic process; electron transport chain; cellular respiration; aerobic respiration; energy derivation by oxidation of organic compounds; metabolic process; generation of precursor metabolites and energy; oxidation-reduction process; cellular metabolic process ","GO:0016020 ","membrane ","GO:0000104; GO:0000166; GO:0003824; GO:0005488; GO:0008177; GO:0010181; GO:0016491; GO:0016627; GO:0016635; GO:0032553; GO:0036094; GO:0043167; GO:0043168; GO:0048037; GO:0050660; GO:0050662; GO:0097159; GO:1901265; GO:1901363 ","succinate dehydrogenase activity; nucleotide binding; catalytic activity; binding; succinate dehydrogenase (ubiquinone) activity; FMN binding; oxidoreductase activity; oxidoreductase activity, acting on the CH-CH group of donors; oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor; ribonucleotide binding; small molecule binding; ion binding; anion binding; cofactor binding; flavin adenine dinucleotide binding; coenzyme binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","0.0","6560300.0","0.0",
"1094","MC-0-1_GL0025810","7","1","0.0033361","COG0086","DNA-directed RNA polymerase, beta' subunit/160 kD subunit(1211)","Transcription","COG0086","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)","Transcription","00230","Purine metabolism ","GO:0090304; GO:0019438; GO:0044271; GO:0034641; GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0009058; GO:0044238; GO:0006807; GO:0006351; GO:0006366; GO:0044249; GO:0016070; GO:0034654; GO:0071704; GO:0006139; GO:0034645; GO:0006725; GO:0032774; GO:1901360; GO:0010467; GO:0008152; GO:0046483; GO:0009059; GO:0044237; GO:0018130; GO:1901362 ","nucleic acid metabolic process; aromatic compound biosynthetic process; cellular nitrogen compound biosynthetic process; cellular nitrogen compound metabolic process; macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; biosynthetic process; primary metabolic process; nitrogen compound metabolic process; transcription, DNA-dependent; transcription from RNA polymerase II promoter; cellular biosynthetic process; RNA metabolic process; nucleobase-containing compound biosynthetic process; organic substance metabolic process; nucleobase-containing compound metabolic process; cellular macromolecule biosynthetic process; cellular aromatic compound metabolic process; RNA biosynthetic process; organic cyclic compound metabolic process; gene expression; metabolic process; heterocycle metabolic process; macromolecule biosynthetic process; cellular metabolic process; heterocycle biosynthetic process; organic cyclic compound biosynthetic process ","GO:0000428; GO:0031981; GO:0043233; GO:0044422; GO:0044428; GO:0032991; GO:0030880; GO:0044424; GO:0070013; GO:0055029; GO:0043226; GO:0005623; GO:0043227; GO:0044464; GO:0043234; GO:0044446; GO:0016591; GO:0043231; GO:0043229; GO:0005634; GO:0044451; GO:0005622; GO:0005654; GO:0005665; GO:0031974 ","DNA-directed RNA polymerase complex; nuclear lumen; organelle lumen; organelle part; nuclear part; macromolecular complex; RNA polymerase complex; intracellular part; intracellular organelle lumen; nuclear DNA-directed RNA polymerase complex; organelle; cell; membrane-bounded organelle; cell part; protein complex; intracellular organelle part; DNA-directed RNA polymerase II, holoenzyme; intracellular membrane-bounded organelle; intracellular organelle; nucleus; nucleoplasm part; intracellular; nucleoplasm; DNA-directed RNA polymerase II, core complex; membrane-enclosed lumen ","GO:0001882; GO:0003676; GO:0003677; GO:0003824; GO:0003899; GO:0005488; GO:0008270; GO:0016740; GO:0016772; GO:0016779; GO:0032549; GO:0034062; GO:0036094; GO:0043167; GO:0043169; GO:0046872; GO:0046914; GO:0097159; GO:1901363 ","nucleoside binding; nucleic acid binding; DNA binding; catalytic activity; DNA-directed RNA polymerase activity; binding; zinc ion binding; transferase activity; transferase activity, transferring phosphorus-containing groups; nucleotidyltransferase activity; ribonucleoside binding; RNA polymerase activity; small molecule binding; ion binding; cation binding; metal ion binding; transition metal ion binding; organic cyclic compound binding; heterocyclic compound binding ","0","0","0","1.1624E8","0.0","0.0",
"1095","MC-0-1_GL0041588","1","1","0.0033585","COG4771","Outer membrane receptor for ferrienterochelin and colicins(2723)","Inorganic ion transport and metabolism","0XNNV","TonB dependent receptor","Inorganic ion transport and metabolism","","","GO:0051234; GO:0051179; GO:0006810 ","establishment of localization; localization; transport ","GO:0005886; GO:0071944; GO:0019867; GO:0005623; GO:0044464; GO:0030313; GO:0016020; GO:0030312; GO:0044462; GO:0009279; GO:0031975 ","plasma membrane; cell periphery; outer membrane; cell; cell part; cell envelope; membrane; external encapsulating structure; external encapsulating structure part; cell outer membrane; envelope ","GO:0004872; GO:0005215 ","receptor activity; transporter activity ","0","0","0","0.0","3037700.0","0.0",
"1096","MC-0-1_GL0041885","5","1","0.0","COG2407","L-fucose isomerase or related protein(874)","Carbohydrate transport and metabolism","COG2407","Converts the aldose L-fucose into the corresponding ketose L-fuculose (By similarity)","Carbohydrate transport and metabolism","00051","Fructose and mannose metabolism ","GO:0006004; GO:0019318; GO:0046365; GO:0044238; GO:0044723; GO:0071704; GO:0005975; GO:0044724; GO:0005996; GO:0009056; GO:0019320; GO:0016052; GO:0019317; GO:0008152; GO:1901575 ","fucose metabolic process; hexose metabolic process; monosaccharide catabolic process; primary metabolic process; single-organism carbohydrate metabolic process; organic substance metabolic process; carbohydrate metabolic process; single-organism carbohydrate catabolic process; monosaccharide metabolic process; catabolic process; hexose catabolic process; carbohydrate catabolic process; fucose catabolic process; metabolic process; organic substance catabolic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0003824; GO:0005488; GO:0008736; GO:0016853; GO:0016860; GO:0016861; GO:0030145; GO:0043167; GO:0043169; GO:0046872; GO:0046914 ","catalytic activity; binding; L-fucose isomerase activity; isomerase activity; intramolecular oxidoreductase activity; intramolecular oxidoreductase activity, interconverting aldoses and ketoses; manganese ion binding; ion binding; cation binding; metal ion binding; transition metal ion binding ","0","0","0","1.8124E7","1.3749E7","9996500.0",
"1097","MC-0-1_GL0079791","1","1","0.0","COG0103","Ribosomal protein S9(565)","Translation, ribosomal structure and biogenesis","COG0103","30S ribosomal protein S9","Translation, ribosomal structure and biogenesis","03010","Ribosome ","GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0006412; GO:0009058; GO:0044238; GO:0044267; GO:0044249; GO:0071704; GO:0034645; GO:0019538; GO:0010467; GO:0008152; GO:0009059; GO:0044237 ","macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; translation; biosynthetic process; primary metabolic process; cellular protein metabolic process; cellular biosynthetic process; organic substance metabolic process; cellular macromolecule biosynthetic process; protein metabolic process; gene expression; metabolic process; macromolecule biosynthetic process; cellular metabolic process ","GO:0005840; GO:0032991; GO:0044444; GO:0044424; GO:0043228; GO:0043226; GO:0005623; GO:0044464; GO:0043229; GO:0030529; GO:0043232; GO:0005622; GO:0005737 ","ribosome; macromolecular complex; cytoplasmic part; intracellular part; non-membrane-bounded organelle; organelle; cell; cell part; intracellular organelle; ribonucleoprotein complex; intracellular non-membrane-bounded organelle; intracellular; cytoplasm ","GO:0003735; GO:0005198 ","structural constituent of ribosome; structural molecule activity ","0","0","0","0.0","3903200.0","6182300.0",
"1098","MC-0-1_GL0099489","3","0","0.0","COG0057","Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase(698)","Carbohydrate transport and metabolism","COG0057","glyceraldehyde3phosphate dehydrogenase","Carbohydrate transport and metabolism","00010","Glycolysis / Gluconeogenesis ","GO:0042822; GO:0019637; GO:0009987; GO:0019318; GO:1901576; GO:0009058; GO:0046365; GO:0044238; GO:0044281; GO:0044710; GO:0006793; GO:0044723; GO:0044249; GO:0051186; GO:0071704; GO:0005975; GO:0042823; GO:0051188; GO:0044724; GO:0005996; GO:0009056; GO:0006007; GO:0006732; GO:0019320; GO:0016052; GO:0006006; GO:0008152; GO:0009108; GO:0006796; GO:0006091; GO:1901575; GO:0090407; GO:0055114; GO:0006096; GO:0044237 ","pyridoxal phosphate metabolic process; organophosphate metabolic process; cellular process; hexose metabolic process; organic substance biosynthetic process; biosynthetic process; monosaccharide catabolic process; primary metabolic process; small molecule metabolic process; single-organism metabolic process; phosphorus metabolic process; single-organism carbohydrate metabolic process; cellular biosynthetic process; cofactor metabolic process; organic substance metabolic process; carbohydrate metabolic process; pyridoxal phosphate biosynthetic process; cofactor biosynthetic process; single-organism carbohydrate catabolic process; monosaccharide metabolic process; catabolic process; glucose catabolic process; coenzyme metabolic process; hexose catabolic process; carbohydrate catabolic process; glucose metabolic process; metabolic process; coenzyme biosynthetic process; phosphate-containing compound metabolic process; generation of precursor metabolites and energy; organic substance catabolic process; organophosphate biosynthetic process; oxidation-reduction process; glycolysis; cellular metabolic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0000166; GO:0003824; GO:0004365; GO:0005488; GO:0016491; GO:0016620; GO:0016903; GO:0036094; GO:0048001; GO:0048037; GO:0050661; GO:0050662; GO:0051287; GO:0097159; GO:1901265; GO:1901363 ","nucleotide binding; catalytic activity; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity; binding; oxidoreductase activity; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; oxidoreductase activity, acting on the aldehyde or oxo group of donors; small molecule binding; erythrose-4-phosphate dehydrogenase activity; cofactor binding; NADP binding; coenzyme binding; NAD binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","0.0","0.0","1.0285E7",
"1099","MC-0-3_GL0058054","8","1","0.0","COG0050","Translation elongation factor EF-Tu, a GTPase(698)","Translation, ribosomal structure and biogenesis","COG0050","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)","Translation, ribosomal structure and biogenesis","04626","Plant-pathogen interaction ","GO:0009259; GO:0009116; GO:0009117; GO:0009205; GO:0009261; GO:0019439; GO:1901658; GO:0006152; GO:0006753; GO:0019693; GO:0009119; GO:0034655; GO:0046130; GO:0009166; GO:0034641; GO:0009154; GO:0043170; GO:0019637; GO:1901657; GO:0042454; GO:0009987; GO:0055086; GO:0044260; GO:1901576; GO:1901135; GO:0006412; GO:0009058; GO:0044238; GO:0044281; GO:0046128; GO:0006807; GO:0044710; GO:1901565; GO:1901068; GO:0006793; GO:1901564; GO:1901136; GO:1901069; GO:0044267; GO:0044249; GO:0009150; GO:0009203; GO:0042278; GO:1901292; GO:0071704; GO:0006139; GO:0072523; GO:0044248; GO:1901361; GO:0046039; GO:0006184; GO:0009207; GO:0034645; GO:0019538; GO:0009143; GO:0006725; GO:0009144; GO:0009056; GO:1901360; GO:0046700; GO:0009199; GO:0006163; GO:0006414; GO:0010467; GO:0072521; GO:0008152; GO:0006796; GO:0046483; GO:1901575; GO:0009059; GO:0046434; GO:0006195; GO:0044237; GO:0009164; GO:0009141; GO:0009146; GO:0044270 ","ribonucleotide metabolic process; nucleoside metabolic process; nucleotide metabolic process; purine ribonucleoside triphosphate metabolic process; ribonucleotide catabolic process; aromatic compound catabolic process; glycosyl compound catabolic process; purine nucleoside catabolic process; nucleoside phosphate metabolic process; ribose phosphate metabolic process; ribonucleoside metabolic process; nucleobase-containing compound catabolic process; purine ribonucleoside catabolic process; nucleotide catabolic process; cellular nitrogen compound metabolic process; purine ribonucleotide catabolic process; macromolecule metabolic process; organophosphate metabolic process; glycosyl compound metabolic process; ribonucleoside catabolic process; cellular process; nucleobase-containing small molecule metabolic process; cellular macromolecule metabolic process; organic substance biosynthetic process; carbohydrate derivative metabolic process; translation; biosynthetic process; primary metabolic process; small molecule metabolic process; purine ribonucleoside metabolic process; nitrogen compound metabolic process; single-organism metabolic process; organonitrogen compound catabolic process; guanosine-containing compound metabolic process; phosphorus metabolic process; organonitrogen compound metabolic process; carbohydrate derivative catabolic process; guanosine-containing compound catabolic process; cellular protein metabolic process; cellular biosynthetic process; purine ribonucleotide metabolic process; ribonucleoside triphosphate catabolic process; purine nucleoside metabolic process; nucleoside phosphate catabolic process; organic substance metabolic process; nucleobase-containing compound metabolic process; purine-containing compound catabolic process; cellular catabolic process; organic cyclic compound catabolic process; GTP metabolic process; GTP catabolic process; purine ribonucleoside triphosphate catabolic process; cellular macromolecule biosynthetic process; protein metabolic process; nucleoside triphosphate catabolic process; cellular aromatic compound metabolic process; purine nucleoside triphosphate metabolic process; catabolic process; organic cyclic compound metabolic process; heterocycle catabolic process; ribonucleoside triphosphate metabolic process; purine nucleotide metabolic process; translational elongation; gene expression; purine-containing compound metabolic process; metabolic process; phosphate-containing compound metabolic process; heterocycle metabolic process; organic substance catabolic process; macromolecule biosynthetic process; organophosphate catabolic process; purine nucleotide catabolic process; cellular metabolic process; nucleoside catabolic process; nucleoside triphosphate metabolic process; purine nucleoside triphosphate catabolic process; cellular nitrogen compound catabolic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0000166; GO:0001882; GO:0001883; GO:0003676; GO:0003723; GO:0003746; GO:0003824; GO:0003924; GO:0005488; GO:0005525; GO:0008135; GO:0016462; GO:0016787; GO:0016817; GO:0016818; GO:0017076; GO:0017111; GO:0019001; GO:0032549; GO:0032550; GO:0032553; GO:0032555; GO:0032561; GO:0035639; GO:0036094; GO:0043167; GO:0043168; GO:0097159; GO:1901265; GO:1901363 ","nucleotide binding; nucleoside binding; purine nucleoside binding; nucleic acid binding; RNA binding; translation elongation factor activity; catalytic activity; GTPase activity; binding; GTP binding; translation factor activity, nucleic acid binding; pyrophosphatase activity; hydrolase activity; hydrolase activity, acting on acid anhydrides; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; purine nucleotide binding; nucleoside-triphosphatase activity; guanyl nucleotide binding; ribonucleoside binding; purine ribonucleoside binding; ribonucleotide binding; purine ribonucleotide binding; guanyl ribonucleotide binding; purine ribonucleoside triphosphate binding; small molecule binding; ion binding; anion binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","0.0","3.1117E8","0.0",
